field_id,date,air_temperature_max,air_temperature_min,humidity_avg,precipitation,solar_radiation,VPD,soil_moisture_10cm,soil_moisture_30cm,soil_temperature,soil_pH,precipitation_lag3_mean,precipitation_lag7_mean,air_temperature_max_lag3_mean,air_temperature_max_lag7_mean,VPD_lag3_mean,VPD_lag7_mean,temperature_stress,water_stress,waterlogging_stress
Field_A,2020-01-01,27.986490210784215,21.986490210784215,77.43967301473256,3.0,4.216156921053741,0.7140861145736648,14.76107937660521,17.933979314843143,22.93860698278256,5.61791340187586,,,,,,,0,1,0
Field_A,2020-01-02,29.574386084795115,23.574386084795115,88.83130127341946,3.0,4.920512677567922,0.3883666233038592,14.530963074598633,17.933979314843143,23.693766247646064,5.61791340187586,3.0,3.0,27.986490210784215,27.986490210784215,0.7140861145736648,0.7140861145736648,0,1,0
Field_A,2020-01-03,34.26861757976478,28.268617579764783,100.0,28.42740163351038,5.009427180598442,0.0,39.46852061168164,18.038996955340725,,5.61791340187586,3.0,3.0,28.780438147789667,28.780438147789667,0.551226368938762,0.551226368938762,0,0,0
Field_A,2020-01-04,33.708561816345906,27.708561816345906,91.59155387176659,3.0,5.302907378483453,0.37153450966615953,39.01929532970567,18.038996955340725,27.532993685207728,5.61791340187586,11.475800544503462,11.475800544503462,30.609831291781372,30.609831291781372,0.36748424595917467,0.36748424595917467,0,0,0
Field_A,2020-01-05,32.878242242268044,26.87824224226804,88.96571876445596,3.0,5.5790455864077435,0.46493190798872597,38.52070264903948,18.038996955340725,26.45886910867727,5.61791340187586,11.475800544503462,9.356850408377596,32.51718849363527,31.384513922922505,0.2533003776566729,0.36849681188592087,0,0,0
Field_A,2020-01-06,31.200472234800287,25.200472234800287,85.84406511596696,3.0,4.914542619351112,0.5413621635135506,38.2470562942242,18.038996955340725,24.73408388749798,5.61791340187586,11.475800544503462,8.085480326702077,33.61847387945958,31.68325958679161,0.2788221392182952,0.3877838311064819,0,0,0
Field_A,2020-01-07,29.9244656746979,23.9244656746979,81.81426242124232,3.0,5.12130957405306,0.6455157066357744,37.95664055681555,18.038996955340725,23.80618093989302,5.61791340187586,3.0,7.237900272251731,32.59575876447141,31.602795028126394,0.45927619372281203,0.4133802198409933,0,0,0
Field_A,2020-01-08,31.868072530676518,25.868072530676518,75.94613400085845,3.0,6.00090557596408,,37.37888354623149,18.038996955340725,25.227453211851465,5.61791340187586,3.0,6.632485947644341,31.334393383922077,31.363033691922322,0.5506032593793503,0.44654243224024776,0,0,0
Field_A,2020-01-09,32.0978722492623,26.097872249262302,70.89017146604382,3.0,4.068119274118923,1.1726572541946507,37.30402756354039,,25.967749491442497,5.61791340187586,3.0,6.632485947644341,30.9976701467249,31.917545451906935,0.7143588767120378,0.48112995301355116,0,0,0
Field_A,2020-01-10,30.641496212820922,24.641496212820922,67.53336797148694,3.0,5.811989391500248,1.2018305291218372,36.81610305727417,18.038996955340725,24.905568057265185,5.61791340187586,3.0,6.632485947644341,31.296803484878907,32.27804347540225,0.9247905736057378,0.5931714717122356,0,0,0
Field_A,2020-01-11,28.977691961387524,22.977691961387524,74.74311513804865,3.0,5.615023928324408,0.8478760510231331,36.431236481336704,18.038996955340725,23.31507400375983,5.61791340187586,3.0,3.0,31.53581366425325,31.75988328012456,1.1102288477677587,0.7648615473010695,0,0,0
Field_A,2020-01-12,29.410906180906068,23.410906180906068,73.49654403494526,51.661347115332305,6.738050432876665,0.912768220303624,41.59991241650323,20.275406400659897,23.966068869777885,5.61791340187586,3.0,3.0,30.572353474490253,31.08404472941621,1.074121278113207,0.8329103389234943,0,0,1
Field_A,2020-01-13,29.094773584345948,,60.37222765892581,3.0,6.2891397317466,1.339544746699227,40.20406960774312,21.115973037218954,23.250201727610495,5.61791340187586,19.2204490384441,9.951621016476043,29.676698118371505,30.588711006364502,0.9874916001495314,0.8968869549684797,0,0,0
